Date,Open,High,Low,Close,Adj Close,Volume
2009-07-09,458.75,468.7250061,457.5249939,463.3500061,383.1451721,14752004
2009-07-10,463.25,466.7369995,436.25,443.7879944,366.9692688,16804940
2009-07-13,437.4249878,442.125,429.2749939,437.7369995,361.9656982,16597880
2009-07-14,443.5,456.25,441.5,453.5130005,375.0109253,14796204
2009-07-15,462.5,472.5,451.6380005,469.0750122,387.8791809,12695972
2009-07-16,475.25,492.1000061,470,483.8500061,400.0966187,22107384
2009-07-17,486.2749939,491.5,481.3250122,484.2630005,400.4382019,13220248
2009-07-20,490,509.75,487.5,508.3250122,420.3351135,16473920
2009-07-21,522.1749878,522.1749878,501.8370056,504.6629944,417.3069458,12333652
2009-07-22,506.25,514.4000244,490.6499939,493.9249878,408.4277039,12580612
2009-07-23,497.5,513.4500122,496.75,510.3880005,422.0409851,11860988
2009-07-24,512.5,516.8499756,496.5249939,504.2120056,416.9340515,16954072
2009-07-27,487.5,498.75,476.6629944,485.1629944,401.182373,24070576
2009-07-28,486.75,489.9249878,471.3999939,476.8999939,394.3496399,23025176
2009-07-29,475,484.5,467.75,482.6000061,399.0629883,19066100
2009-07-30,480,481.3500061,472.25,475.0750122,392.8406067,12317436
2009-07-31,478.75,493.7250061,477.8120117,488.8500061,404.2311401,13967904
2009-08-03,492.2250061,507.75,489.5249939,504.25,416.9654846,10951568
2009-08-04,508.25,513.25,500.625,509.9379883,421.6689148,15349512
2009-08-05,508.75,521,507.8999939,519.0999756,429.2449341,15219004
2009-08-06,510.9129944,531.25,506.5870056,511.7000122,423.1259155,19668320
2009-08-07,509.125,516,497.5499878,499.4379883,412.9863892,15999732
2009-08-10,507.6119995,508.6879883,493.25,497.0249939,410.9911194,12052472
2009-08-11,498.25,512.0130005,494.75,500.1000061,413.533844,12560228
2009-08-12,493.7369995,500,485.8250122,497.6749878,411.528595,13696128
2009-08-13,506.25,511.0249939,499.25,506.0750122,418.4745483,12125948
2009-08-14,506.75,516,501.75,509.1119995,420.9858704,13377708
2009-08-17,502.25,502.5,481.25,485.4869995,401.4503174,13733396
2009-08-18,480.9249878,489.0499878,480.0379944,485.2999878,401.2956543,11893044
2009-08-19,485,487.4750061,467.75,471.4620056,389.8529968,13325680
2009-08-20,475,482.25,472.1380005,474.6000061,392.4478455,9408076
2009-08-21,472,483.75,466.8999939,482.2000122,398.7322693,12043224
2009-08-24,490,495.2250061,487.1499939,493.5750122,408.1383057,10122068
2009-08-25,491.2999878,508.25,488.8880005,506.4129944,418.7539978,13000464
2009-08-26,506.5130005,511.6749878,502.8120117,510.0379944,421.7516174,10054744
2009-08-27,508.5,514.75,505,510.5870056,422.2055359,11738368
2009-08-28,512.5,520,506.3880005,518.5250244,428.7695313,10001720
2009-08-31,516,516,498.75,501.2749939,414.5054321,14419320
2009-09-01,506.2000122,510.5,491.3500061,495.2120056,409.4919739,10392852
2009-09-02,492.25,499.4750061,490,492.7879944,407.4875183,10903048
2009-09-03,495,496.7999878,480.8250122,482.7000122,399.1457214,12090464
2009-09-04,484.5,498.5,483.75,495.2879944,409.5547485,11594500
2009-09-07,496.25,502.2369995,494.125,500.7120056,414.039856,10322000
2009-09-08,503.75,523.5999756,501.3370056,518.9000244,429.0796204,23799932
2009-09-09,518.75,543.625,515.5,542.1119995,448.2736511,24037048
2009-09-10,547.5130005,559.9749756,533.1500244,536.8619995,443.9324646,16307000
2009-09-11,541.25,542.8250122,526.25,535.2130127,442.5688477,14341696
2009-09-14,533.75,539.7750244,527.875,534.875,442.2893677,8707944
2009-09-15,535.5,546,535.5,545.2249756,450.8477478,8628080
2009-09-16,549,554.6749878,540.9000244,546,451.4886475,8861144
2009-09-17,546.25,550,517.75,521.5369873,431.2601013,66317804
2009-09-18,520,528.25,518.7750244,525.6380005,434.6512451,11755492
2009-09-22,532.1749878,534.9249878,522.0250244,524.4869995,433.6994934,10519932
2009-09-23,524.25,531.25,522.5,525.4249878,434.4751282,11138964
2009-09-24,522.5,532.5,514.5,525.2369995,434.3196716,19047592
2009-09-25,521.0999756,536.9749756,518.7750244,533.75,441.3591003,14265588
2009-09-29,536.375,545.4000244,535,542.7630005,448.8119202,18402980
2009-09-30,546,553.2249756,541.25,550.4119873,455.1369324,16890544
2009-10-01,549.9749756,549.9749756,538.5,543.5880127,449.4941406,12042860
2009-10-05,539.9749756,543,530.3250122,534.7750244,442.2067261,11846180
2009-10-06,539.9869995,539.9869995,525.5,533.5250244,441.1730042,14677836
2009-10-07,537.375,539.5,521.0250244,525.3250122,434.3924255,12400144
2009-10-08,550,558.875,525,529.9119873,438.1853943,28107340
2009-10-09,532.1619873,532.9000244,522.5,524.9379883,434.0723877,12648948
2009-10-12,530,546.5,530,542.2630005,448.3985291,17984784
2009-10-13,540.5,540.5,540.5,540.5,446.9406738,0
2009-10-14,543.75,549.375,538.1619873,546.0499878,451.5300293,13343284
2009-10-15,549.75,555.4500122,541.25,542.875,448.9045715,13003036
2009-10-16,542.5,556.5,540.25,554.6879883,469.9258118,13431272
2009-10-20,561.25,570.8250122,544.4630127,546.1380005,462.6824036,12646356
2009-10-21,544.75,552.25,542.1619873,545.5499878,462.1842651,10197768
2009-10-22,545.5,545.5,530.25,533.7999878,452.2297668,9242672
2009-10-23,536.5499878,538.5750122,509.3999939,511.8370056,433.6229553,20158904
2009-10-26,512.5,517,501,503.8370056,426.845459,12680036
2009-10-27,500.5,502.5,493.75,497.75,421.6885986,14142220
2009-10-28,496.2630005,510.8370056,496.2630005,508.5379944,430.8280945,11799600
2009-10-29,500.25,510.9750061,495.1000061,499.8500061,423.4676819,14120412
2009-10-30,500.2630005,508.75,480.5,482.7879944,409.01297,19924968
2009-11-03,480.0130005,481.2000122,450.5620117,454.6380005,385.1645813,19593104
2009-11-04,462.5,482,458.1749878,480.1749878,406.7992554,18270644
2009-11-05,477.2879944,487,462.75,485.2879944,411.1308899,13754896
2009-11-06,482.5,493.7250061,482.5,489.375,414.5933533,13992132
2009-11-09,493.75,508,490.3999939,506.1000061,428.7626648,13112744
2009-11-10,510,525.6119995,501.25,513.625,435.1377258,25305404
2009-11-11,517,532.5999756,508.9129944,528.5,447.7396545,16734276
2009-11-12,531.25,536.5,521,525.3120117,445.0388489,15235716
2009-11-13,522.5,532.25,521.0250244,529.875,448.9045105,10231560
2009-11-16,537.25,540.4749756,532.9119873,538.4000244,456.1268616,8269064
2009-11-17,540,540.4249878,526.75,533.0880127,451.6265869,12022532
2009-11-18,540.5,540.5,523.5250244,525.0130005,444.7855225,15630252
2009-11-19,524.6879883,527.4749756,518.2249756,520.9500122,441.3434143,9253324
2009-11-20,520,533.7369995,516.25,530.8250122,449.7094727,12354324
2009-11-23,540,551.9379883,533.2630005,548.7369995,464.8842468,22113032
2009-11-24,548,551.25,542.0250244,544.2999878,461.1252441,13890040
2009-11-25,546.4379883,556.4749756,542.4749756,548.6749878,464.8316956,16611240
2009-11-26,555.5,555.5,526.6500244,531.875,450.598938,10158724
2009-11-27,525,529,505.5,522.9749756,443.0589294,11643966
2009-11-30,531.25,539.4500122,527,531.75,450.492981,8261662
2009-12-01,537.5,550,533.5999756,549,465.1069946,5719768
2009-12-02,552.625,559.3250122,545.5999756,550.2249756,466.1448975,9454674
2009-12-03,552.4500122,560,546.0499878,549.8250122,465.8060303,7961682
2009-12-04,545.5,553.5,540.1500244,544.2000122,461.0405579,6383738
2009-12-07,544,547.0499878,525,527.5,446.8924866,9450502
2009-12-08,530,542.2249756,527.5750122,540.1749878,457.6305847,9341834
2009-12-09,535,539,531.0750122,535.9249878,454.0300293,5111084
2009-12-10,536.8499756,541,531,535.9000244,454.0088806,5917834
2009-12-11,540,544,532.25,535.625,453.7759094,7063356
2009-12-14,534,542,531.5,533.9749756,452.3780518,6365356
2009-12-15,534,537,524,525.7999878,445.45224,6708312
2009-12-16,524.9500122,527.5,519.0499878,523.5750122,443.5672607,6753764
2009-12-17,527.4000244,527.4000244,515,517.4749756,438.3993835,6490118
2009-12-18,517.5,517.5,502.5,503.8250122,426.8352966,10050776
2009-12-21,500.5,515.4000244,495,508.4750061,430.7747192,11243724
2009-12-22,509.1000061,514.4000244,505.6499939,509.6000061,431.7277832,6372574
2009-12-23,512.5,533.9500122,510.7000122,533.0999756,451.6367493,9807794
2009-12-24,537.5,541.9000244,529.1749878,538.1500244,455.9150391,7382128
2009-12-29,539.5,544.5,535,540.125,457.5881958,5564750
2009-12-30,539.9000244,542.5,534.75,538.0250244,455.8091431,4242450
2009-12-31,542,548,540.6749878,545.2750244,461.9512634,8019672
2010-01-04,545.5499878,545.5499878,510.9249878,537.75,455.5761719,35040012
2010-01-05,574.9500122,574.9500122,532.7000122,535.3499756,453.5429382,9780080
2010-01-06,539.9500122,547.25,535.3250122,544,460.8710632,10831076
2010-01-07,544,557.5,539,553.0250244,468.5170288,11976808
2010-01-08,554,556.9000244,548,551.5750122,467.2886047,6907852
2010-01-11,567.3499756,574.8499756,525,540.75,458.1177368,86244270
2010-01-12,547.5,568.6500244,538.5,542.1749878,459.3249512,14990718
2010-01-13,544,546,534.2999878,544.2999878,461.1252441,7022156
2010-01-14,543,562.4000244,543,560.8499756,475.1462402,11221436
2010-01-15,562.9000244,569.4500122,552.5250244,555.375,470.5079346,8579466
2010-01-18,553.5,558.2249756,545.9749756,549.75,465.7424927,6479050
2010-01-19,550,553.0250244,541.3250122,542.5,459.6003113,5972726
2010-01-20,547.5,548.5499878,536,538.75,456.4233704,8837494
2010-01-21,537.5,538.5,525.125,527.0250244,446.4901123,8508470
2010-01-22,520.5,535.5,514.75,526.9249878,446.4053345,18227024
2010-01-25,524.8250122,527.2000122,518.3499756,521.0250244,441.4069824,6122956
2010-01-27,517,525,510,513.7750244,435.264801,11357606
2010-01-28,520,523.2249756,512.5,518.5750122,439.3313293,15188648
2010-01-29,516.4500122,525.9000244,509.0499878,523.0999756,443.1648254,10667082
2010-02-01,518.75,527.5,517.7750244,522.7000122,442.8260193,5546738
2010-02-02,526,528.1749878,512.0499878,513.6500244,435.1589355,7885662
2010-02-03,515.5499878,524.2000122,515.5499878,516.9749756,437.975769,6881390
2010-02-04,519,519,507,509.5750122,431.706604,5474386
2010-02-05,487.5,503.875,487.5,490.8500061,415.8430176,13661446
2010-02-08,492.5,502.1749878,487.5,497.1749878,421.201416,11838292
2010-02-09,496.875,499,491.3500061,496.625,420.7355042,6533836
2010-02-10,499.9500122,499.9500122,491,492.5499878,417.2832336,8348428
2010-02-11,494.625,509.8999939,494.25,507.5750122,430.0122375,10720598
2010-02-15,513.5,513.5,503.7999878,505,427.830719,6171114
2010-02-16,505.0499878,510.5,502.5,508.875,431.1135864,4602868
2010-02-17,512.5,518.9000244,511.0249939,516.2750244,437.3828125,7145566
2010-02-18,515,519.1749878,497.5,498.8999939,422.6629028,9067490
2010-02-19,497.5,497.5,488.5750122,491.6000061,416.4783936,8116776
2010-02-22,497.6499939,500,485,488.9750061,414.2545166,5802376
2010-02-23,487,491.5,485,487.6749878,413.1531677,5932618
2010-02-24,485,492.8500061,483.3250122,489.3999939,414.614563,5708906
2010-02-25,490.0499878,492.5,479.5750122,481.5499878,407.9641113,8665160
2010-02-26,484.5,497.5,483.125,489.4750061,414.6781311,10322466
2010-03-02,492.5,499.5,489.7000122,491.6000061,416.4783936,8325272
2010-03-03,494,514,494,512.4000244,434.0999146,12171582
2010-03-04,520,520,504,507,429.525116,9500474
2010-03-05,511,513,502.5499878,504.8999939,427.7459412,5382908
2010-03-08,510.6000061,513.5,501,502.0499878,425.3315125,5459160
2010-03-09,503.25,505.8999939,494.0249939,495.1749878,419.5070496,7981906
2010-03-10,497.5,509.4500122,494.6499939,504.375,427.301178,11341006
2010-03-11,505,510,503.5,508.2250061,430.5628967,6667210
2010-03-12,507.5,516.5,507,510.7999878,432.7444153,10210012
2010-03-15,511,515.9749756,506.5499878,514.0250244,435.476593,8289204
2010-03-16,516,535.9000244,514.5,533.9749756,452.3780518,15543070
2010-03-17,537.4000244,541.25,532.9000244,534.8499756,453.1193237,9874552
2010-03-18,537,540.7999878,532.0499878,538.4749756,456.1903687,6991182
2010-03-19,539.4000244,548.25,535.0750122,546.0250244,462.5867615,9023434
2010-03-22,531,549.5,531,536.9749756,454.9195251,9357502
2010-03-23,538.9749756,546.9749756,538.4749756,545.7000122,462.3113708,9145862
2010-03-25,548,548.5,538.7000122,545.7249756,462.3325195,10500146
2010-03-26,548.5,555.5,547.5750122,550.2249756,466.1448975,8263518
2010-03-29,551.8499756,554.9749756,545.5,546.6500244,463.1161499,9257520
2010-03-30,548,552.8499756,541.5,544.0750122,460.9346313,8658180
2010-03-31,546.4500122,547.5,535.6500244,537.125,455.0467529,9896604
2010-04-01,539,549.25,538.5,546.0250244,462.5867615,5723712
2010-04-05,548.25,564.8250122,548.25,562.9500122,476.925354,9103524
2010-04-06,564,566.5,560.0999756,561.5999756,475.7816467,5706276
2010-04-07,562.5,574.8499756,561.5499878,564.8499756,478.5349426,9243252
2010-04-08,566.5,568.25,550.75,553.2750244,468.7288208,6731056
2010-04-09,554.0999756,565.5,554.0999756,562.3499756,476.4169922,7692518
2010-04-12,572.5,572.5,561.3250122,563.6749878,477.5395203,5805914
2010-04-13,564,567,555.6500244,560.4500122,474.8074036,6387200
2010-04-15,562.5,567.4500122,543.5250244,545.3499756,462.014801,11103162
2010-04-16,543.0499878,547.5,535.5750122,542.125,459.2825928,8317558
2010-04-19,539.9000244,539.9000244,525.5,530.9000244,449.7729492,7492586
2010-04-20,534.9249878,539.875,527.1749878,531.5999756,450.3659973,7656874
2010-04-21,535,536.8499756,524.0750122,527.0499878,446.5112305,8771902
2010-04-22,525.25,546.9500122,525.0250244,537.875,455.6820374,11702704
2010-04-23,540,548,540,544.0999756,460.9557495,10622336
2010-04-26,540,548.9000244,531.75,535.625,453.7759094,7612804
2010-04-27,531.5,534,527.5,530.625,449.539978,6386704
2010-04-28,526.9749756,526.9749756,506,508.625,430.9017944,18337076
2010-04-29,512,519.9500122,509.5750122,517.5250244,438.4418335,10719200
2010-04-30,520,523.5999756,515,516.7999878,437.8275757,7232838
2010-05-03,513,516.2999878,509.0499878,511.875,433.6551819,5730692
2010-05-04,512.0999756,519.5,506.75,510.5750122,432.5538025,7931280
2010-05-05,505,511.7749939,501.6499939,510.3250122,432.34198,6846784
2010-05-06,509.8999939,511.6499939,502,503.9249878,426.9199829,10909566
2010-05-07,488,530,488,516.4000244,437.4887085,32945092
2010-05-10,525.5,541,520,539.7000122,463.511322,17395566
2010-05-11,544.5,544.5,531.6749878,533.9000244,458.5300598,12035128
2010-05-12,538.0250244,544.7249756,532.0250244,541.4749756,465.0357056,6992040
2010-05-13,531,546.7000122,531,535.9000244,460.2477417,5462086
2010-05-14,533.8499756,535.5,517.5,521.8250122,448.159668,8302916
2010-05-17,517.3499756,517.3499756,504.5,508.2749939,436.5224915,9423026
2010-05-18,510,516.7249756,503.8999939,510.2999878,438.2616272,7061022
2010-05-19,508.5,508.875,497.5499878,499.3250122,428.8359985,11930890
2010-05-20,500.5,506.5,496.875,499.9750061,429.3942261,8492908
2010-05-21,494.9500122,499.9249878,488.0499878,497.7749939,427.5047913,8762694
2010-05-24,509,524.4749756,508.2250061,511.3250122,439.1419983,11304034
2010-05-25,512.5,512.5,491.375,492.8250122,423.25354,11541592
2010-05-26,497.4500122,505,495.5,504.0249939,432.872467,6275326
2010-05-27,505.5,513.8499756,500.7999878,511.125,438.9701538,12528690
2010-05-28,514.9749756,519.5,507.25,518.3250122,445.1537476,8016544
2010-05-31,515.0750122,524.25,514.375,522.7999878,448.9970703,7565560
2010-06-01,521.6500244,522.5,502.0499878,505.2749939,433.9460144,8899260
2010-06-02,507.5,510.5,501.6749878,505.5249939,434.1607056,9019092
2010-06-03,509.9500122,519,509.9500122,515.4000244,442.6417236,7820726
2010-06-04,515.5,518,511.2250061,515.5999756,442.8134155,6440570
2010-06-07,507.5,507.5,500,503.875,432.7436523,6173290
2010-06-08,504.8500061,506.3500061,497.5499878,498.2000122,427.869812,6961138
2010-06-09,500.1000061,507.5,500,503.5249939,432.4430237,6968352
2010-06-10,505,508.7250061,503.5750122,507.6749878,436.0072021,6383372
2010-06-11,512.5,525.4249878,510.5,523.2000122,449.3406067,10655208
2010-06-14,527.4500122,535,524.5499878,531.75,456.6835022,7265726
2010-06-15,532.5999756,534.9500122,525.0499878,533.0499878,457.8000488,8682886
2010-06-16,535,536.3250122,527.5499878,528.9749756,454.300293,5409682
2010-06-17,531.6500244,538.5,529.1500244,535.7000122,460.0760498,9622348
2010-06-18,540.0999756,544.9000244,525.2750244,527.1749878,452.7543945,17499384
2010-06-21,530.5,535.8499756,530.5,532.8250122,457.606842,5391320
2010-06-22,531.5,537.4000244,528.4749756,531.9000244,456.812439,5901498
2010-06-23,529.8499756,533.75,527,529.3499756,454.6224365,5330190
2010-06-24,529.5,532.9000244,523.6500244,526.0250244,451.7668152,8597134
2010-06-25,525,534,521.5,531.4749756,456.4473877,9292100
2010-06-28,537,546,532.5750122,545.0750122,468.1275024,14388236
2010-06-29,545.5,545.5,532.0999756,533.7249756,458.3797302,6498152
2010-06-30,530,546.9749756,528.75,544.9249878,467.9986877,12177820
2010-07-01,542,543.1749878,533.25,538.125,462.1586304,6085298
2010-07-02,538,541.9749756,532.6500244,534.4749756,459.0238647,5005416
2010-07-05,535,536.5750122,531.3499756,534.1500244,458.7447815,2925642
2010-07-06,532.75,540.9500122,532.75,536.9500122,461.1495667,4231080
2010-07-07,537,537.4000244,525.5,526.7750244,452.4109192,6280816
2010-07-08,530,534.7750244,527.625,528.5499878,453.9353027,5475898
2010-07-09,531.9749756,533,526.7750244,528.8250122,454.1715088,5931692
2010-07-12,530,533.9749756,526.0250244,528.125,453.570282,5743662
2010-07-13,528.625,538.875,528.625,537.1500244,461.3212891,6877284
2010-07-14,540,547.2249756,533.625,535.2249756,459.6680298,7301038
2010-07-15,535.9749756,540.4500122,534.0499878,536.7249756,460.9562683,6344212
2010-07-16,535.5250244,537,530,531.4749756,456.4473877,4013710
2010-07-19,529.0499878,532.9500122,526.9000244,528.0250244,453.4844666,4484132
2010-07-20,528.5,532.9500122,524.5499878,526.4749756,452.1532288,3129346
2010-07-21,529.4500122,531.5,527.8250122,529.2000122,454.4935608,4491528
2010-07-22,529.2000122,530.4249878,523.7999878,529.5,454.7512207,7259726
2010-07-23,531.9749756,535.4500122,528.4000244,530.2249756,455.3738098,6304334
2010-07-26,531.75,533.7000122,525.125,526.5499878,452.2176819,4166490
2010-07-27,529.4249878,530.5750122,525.5499878,526.75,452.3894043,5546994
2010-07-28,531.5,536.8250122,509,510.625,438.5407715,24196496
2010-07-29,514.25,514.25,504,505.0750122,433.7742615,21158386
